,Country,Social TF Programs,Wealth-ranking,Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Region,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
391,Ukraine,0,2,2009,5.1656394,9.332415581,0.845293224,61.88000107,0.460348487,-0.242595628,0.962244451,0.544606388,0.189013854,0.086690761,Rest of Europe,10.6,12.3,230.8795,8.97,66,68,26.2,74,71,0.3,2215,46.05,2.5,2.6,11.3,0,1,69.2
172,Indonesia,1,2,2010,5.457299232,9.022411346,0.816021502,61.20000076,0.699657559,0.446611434,0.954049587,0.71695751,0.217907995,0.64145273,Asia,27.9,33.8,184.039,0.08,83,74,22.5,82,81,0.21,2720,241.83,1.6,1.5,7.4,0,1,69.2
369,Tajikistan,1,3,2012,4.496571541,7.877645493,0.728590906,61.09999847,0.749034524,-0.076575212,0.717097759,0.583021522,0.19819133,0.921518028,Asia,35,40.3,138.2825,0.77,94,97,25.5,96,94,0.14,865,7.87,3.6,3.7,10.7,0,1,69.3
180,Iraq,1,2,2013,4.725017071,9.227218628,0.728285432,60.84000015,,-0.047179665,0.709726155,,0.554278731,0.500669956,Middle East,26.3,31.7,166.4095,0.16,66,57,28.4,75,68,0.13,4794,33.16,5.3,5.1,6.6,0,1,69.4
416,Uzbekistan,0,3,2009,5.26072073,8.462946892,0.904677987,62.06000137,,0.008255917,0.610257804,0.646040261,0.158656552,,Asia,27.5,31.3,162.9475,1.7,98,84,25.9,99,98,0.14,2038,27.77,3.1,3.1,10.5,0,1,69.4
209,Kazakhstan,0,2,2012,5.759469509,10.03023338,0.891716659,61.59999847,0.839832306,-0.172911584,0.876681805,0.666791737,0.1843815,0.726160645,Asia,14.6,16.3,216.56,3.73,95,97,26.1,98,99,0.13,9824,16.79,2.4,2.5,11.5,0,1,69.5
45,Bolivia,1,2,2013,5.767428875,8.915229797,0.80273807,62.29999924,0.845931649,-0.06764055,0.811856568,0.721060872,0.410301536,0.433674455,South America,28,34.9,190.0095,3.21,94,83,26.2,95,94,0.16,2831,10.54,1.2,1.1,8.4,0,1,69.5
173,Indonesia,1,2,2011,5.172608376,9.068800926,0.82497704,61.41999817,0.878287196,0.436993897,0.962294877,0.747676671,0.273416042,0.739044189,Asia,26.9,32.5,182.5805,0.08,81,76,22.6,81,81,0.2,2849,245.12,1.6,1.5,7.6,0,1,69.5
31,Bangladesh,1,3,2009,5.08285141,7.923775673,0.527813554,60.68000031,0.630931079,-0.074387789,0.776003957,0.505846858,0.223253846,0.829859614,Asia,40.7,51.8,143.4765,0.003,97,59,21,97,97,0.01,932,145.92,19.1,19.7,4.8,0,1,69.5
262,Moldova,1,2,2010,5.589736462,9.053706169,0.847094715,61,0.598484814,-0.089281224,0.929309428,0.564043164,0.277520359,0.270747125,Rest of Europe,14.7,17.1,197.1175,6.92,98,92,26.6,97,90,0.42,2255,2.86,2.8,3,11.1,0,1,69.6
370,Tajikistan,1,3,2013,4.966521263,7.925821304,0.700642824,61.20000076,0.693119764,0.059513111,0.76423651,0.578209102,0.169620931,0.892602265,Asia,34.2,39.4,137.093,0.8,96,92,25.6,97,96,0.12,907,8.06,3.6,3.7,10.7,0,1,69.6
311,Philippines,1,2,2009,4.879910946,8.631697655,0.775170922,61.54000092,0.87360549,0.003180879,0.804578125,0.791430533,0.311330199,0.598850965,Asia,25,32.1,207.4785,4.34,85,19,22.7,87,87,0.04,2305,92.41,1,9.7,9,0,1,69.7
417,Uzbekistan,0,3,2010,5.095342159,8.507943153,0.903226435,62.29999924,,-0.035007056,0.51872021,0.664852977,0.151882708,,Asia,25.4,28.7,157.8785,1.74,99,54,26,99,99,0.14,2131,28.56,3,3.1,10.7,0,1,69.7
312,Philippines,1,2,2010,4.941514015,8.685816765,0.804861128,61.59999847,0.893350542,0.032479588,0.812448382,0.828575552,0.293918312,0.554057181,Asia,24.8,31.7,206.525,4.73,77,10,22.7,88,79,0.05,2433,93.97,1,9.7,8.9,0,1,69.8
174,Indonesia,1,2,2012,5.36777401,9.113837242,0.833621144,61.63999939,0.770319343,0.353094935,0.96158886,0.763571858,0.228979602,0.672580957,Asia,25.9,31.2,181.1225,0.08,83,78,22.7,87,83,0.2,2981,248.45,1.5,1.4,7.6,0,1,69.9
418,Uzbekistan,0,3,2011,5.738744259,8.553657532,0.924071252,62.54000092,0.934132695,0.037294738,0.52186209,0.662584543,0.122773238,,Asia,23.4,26.4,152.8095,1.73,99,99,26.2,99,99,0.14,2231,29.34,3,3.1,10.9,0,1,69.9
32,Bangladesh,1,3,2010,4.858481407,7.966748714,0.549398482,61.20000076,0.659005642,-0.016109159,0.773530483,0.495740086,0.292425215,0.646872878,Asia,38.9,49.1,141.3945,0,94,65,21.1,94,94,0.01,973,147.58,18.9,19.4,4.9,0,1,69.9
313,Philippines,1,2,2011,4.993956566,8.706755638,0.788763285,61.65999985,0.882837474,0.071936019,0.782946467,0.807783842,0.358326375,0.722774804,Asia,24.5,31.3,205.572,4.85,87,36,22.8,88,87,0.05,2484,95.57,1,9.7,9,0,1,70
263,Moldova,1,2,2011,5.792262554,9.110836983,0.869413555,61.38000107,0.62802279,-0.082669236,0.956644356,0.553495347,0.284829497,0.238943219,Rest of Europe,14.5,16.8,186.748,8.21,96,92,26.7,96,93,0.41,2388,2.86,2.8,3,11.1,0,1,70.1
314,Philippines,1,2,2012,5.001965046,8.756409645,0.812921703,61.72000122,0.914499581,0.051978387,0.771167636,0.811441779,0.35112527,0.758208573,Asia,24.2,30.9,204.619,4.96,88,42,22.9,88,88,0.06,2611,97.21,1,9.7,9.1,0,1,70.1
175,Indonesia,1,2,2013,5.292237759,9.154512405,0.793760836,61.86000061,0.780690789,0.374977708,0.972668588,0.777257264,0.249146357,0.683505118,Asia,25,30,179.2695,0.09,85,76,22.8,92,85,0.18,3104,251.81,1.5,1.3,7.8,0,1,70.2
419,Uzbekistan,0,3,2012,6.019331932,8.607551575,0.933141291,62.77999878,0.913550138,-0.042036925,0.463375092,0.650409043,0.118176885,,Asia,21.7,24.4,147.7405,1.95,99,99,26.3,99,99,0.14,2355,29.77,3,3.1,11.1,0,1,70.2
392,Ukraine,0,2,2010,5.057561398,9.374014854,0.883555114,62.20000076,0.483833194,-0.189893872,0.953752279,0.472101361,0.227200434,0.263286889,Rest of Europe,10.1,11.7,213.7115,7.77,48,41,26.3,57,52,0.28,2315,45.87,2.4,2.5,11.3,0,1,70.3
315,Philippines,1,2,2013,4.976925373,8.804812431,0.846413136,61.77999878,0.907458425,0.020415673,0.756388545,0.795774877,0.331957966,0.751474738,Asia,23.9,30.5,202.9915,4.61,89,54,22.9,85,89,0.07,2740,98.87,1,9.7,9.1,0,1,70.3
33,Bangladesh,1,3,2011,4.985649109,8.017951012,0.606459022,61.72000122,0.83799535,-0.069296263,0.757002652,0.501307309,0.234981537,0.786452591,Asia,37.2,46.7,139.3125,0,96,71,21.2,96,96,0.01,1024,149.27,18.7,19.2,5.1,0,1,70.3
36,Belarus,0,2,2009,5.56413126,9.681225777,0.907777846,61.74000168,0.679292619,-0.204532266,0.67554307,0.544300735,0.223291501,0.548332989,Rest of Europe,4.6,6.1,221.6415,13.98,98,99,26.3,98,96,0.21,5204,9.5,2.1,2.2,11.9,0,1,70.4
37,Belarus,0,2,2010,5.525923252,9.758502007,0.918000162,62.29999924,0.700064421,-0.164210439,0.70612061,0.531847715,0.208272159,0.589527249,Rest of Europe,4.3,5.6,223.1685,14.43,96,99,26.3,99,98,0.22,5622,9.48,2,2.2,12,0,1,70.4
420,Uzbekistan,0,3,2013,5.939986229,8.662359238,0.962780654,63.02000046,0.949539959,-0.038563233,0.433931798,0.686188698,0.130197287,,Asia,20,22.5,145.432,1.95,99,99,26.4,99,99,0.14,2487,30.24,3,3.1,11.3,0,1,70.4
38,Belarus,0,2,2011,5.225307941,9.813235283,0.909887791,62.86000061,0.656010866,-0.169665605,0.671938658,0.493381172,0.249455392,,Rest of Europe,3.9,5.2,225.4045,14.5,98,99,26.4,98,98,0.23,5938,9.46,2,2.1,12,0,1,70.6
210,Kazakhstan,0,2,2013,5.835483074,10.07410812,0.889009714,62.20000076,0.781591058,-0.231099337,0.819989383,0.629011273,0.164444029,0.662005246,Asia,13,14.6,205.077,3.8,99,99,26.2,98,98,0.13,10264,17.04,2.4,2.5,11.6,0,1,70.6
21,Azerbaijan,1,2,2009,4.573725224,9.515311241,0.735970318,61.41999817,0.498138398,-0.086927414,0.753849745,0.522001684,0.233942479,0.77425164,Asia,34.7,39.9,137.841,1.92,74,83,26.3,84,81,0.1,5024,8.95,2.8,2.9,10.7,0,1,70.6
264,Moldova,1,2,2012,5.995712757,9.105052948,0.826219797,61.75999832,0.602418542,-0.050523143,0.955484569,0.563796163,0.313725889,0.21462217,Rest of Europe,14.2,16.5,176.378,8.3,94,92,26.8,92,92,0.39,2374,2.86,2.7,2.9,11.4,0,1,70.6
34,Bangladesh,1,3,2012,4.724443913,8.069586754,0.581765294,62.24000168,0.66768229,-0.034359492,0.764894426,0.537134707,0.183245391,0.705811918,Asia,35.6,44.4,137.2305,0,94,41,21.3,94,94,0.01,1078,151.01,18.5,19,5.1,0,1,70.6
393,Ukraine,0,2,2011,5.083132744,9.430825233,0.859458685,62.52000046,0.57866931,-0.228899032,0.932535291,0.538531721,0.21964775,0.236262515,Rest of Europe,9.6,11.2,203.8,8.74,21,56,26.3,54,50,0.26,2450,45.71,2.4,2.5,11.3,0,1,70.8
394,Ukraine,0,2,2012,5.030342102,9.435678482,0.897573471,62.84000015,0.563649774,-0.224404335,0.896237016,0.508998454,0.192819074,0.236936122,Rest of Europe,9.2,10.7,203.7885,8.54,46,54,26.4,72,76,0.26,2460,45.59,2.4,2.4,11.3,0,1,70.9
22,Azerbaijan,1,2,2010,4.218610764,9.552669525,0.68700099,61.70000076,0.501071095,-0.123460375,0.858346641,0.516271651,0.271873325,0.697391331,Asia,32.5,37.3,135.9235,0.99,80,89,26.4,85,81,0.09,5215,9.05,2.8,2.9,10.7,0,1,70.9
35,Bangladesh,1,3,2013,4.660161018,8.116424561,0.530139685,62.75999832,0.741518021,-0.015594437,0.742774189,0.491930902,0.246052667,0.736026943,Asia,34,42.2,134.7385,0,96,82,21.4,96,96,0.01,1130,152.76,18.3,18.8,5.1,0,1,70.9
121,El Salvador,1,2,2009,6.839087009,8.882964134,0.734112799,64.58000183,0.670932412,-0.104222387,0.647527635,0.841431558,0.243230954,0.585728705,Central America and Caribbean,17.4,20.4,198.1225,2.48,91,82,27,91,91,0.24,3280,6.16,1.7,1.6,6.5,0,1,71
265,Moldova,1,2,2013,5.75605917,9.191901207,0.802882969,62.13999939,0.657734275,-0.06980139,0.940632403,0.547656298,0.260602951,0.1450174,Rest of Europe,14,16.3,174.6775,8.48,91,92,26.8,92,90,0.37,2589,2.86,2.7,2.9,11.6,0,1,71
151,Guatemala,1,2,2009,6.451916218,8.890479088,0.833815634,59.81999969,0.643478751,0.195775762,0.754889369,0.813852191,0.239741579,0.339307934,Central America and Caribbean,29.7,36.3,181.3355,2.03,92,83,25.9,92,92,0.09,3570,14,1.3,1.3,4.6,0,1,71.1
395,Ukraine,0,2,2013,4.710802555,9.437688828,0.896510422,63.15999985,0.568715692,-0.217579514,0.937324286,0.571862519,0.224595502,0.189184397,Rest of Europe,8.8,10.2,201.674,8.73,46,54,26.4,72,76,0.24,2466,45.49,2.3,2.4,11.3,0,1,71.2
23,Azerbaijan,1,2,2011,4.680469513,9.540638924,0.725193918,61.97999954,0.537484288,-0.105962902,0.795119047,0.521693528,0.258117318,0.741815805,Asia,30.5,34.9,134.006,0.6,84,92,26.5,91,87,0.08,5153,9.17,2.8,2.9,10.7,0,1,71.2
122,El Salvador,1,2,2010,6.739911079,8.89956665,0.756653905,64.40000153,0.669337869,-0.064658858,0.694180071,0.822752953,0.302185982,0.522518575,Central America and Caribbean,16.6,19.4,195.439,2.3,89,78,27.1,89,89,0.22,3335,6.18,1.7,1.6,7.1,0,1,71.2
131,Georgia,1,2,2009,3.800639153,9.115746498,0.54351306,63.59999847,0.495314002,-0.233547449,0.534585297,0.391252249,0.242350146,0.426240921,Rest of Europe,13.9,15.6,174.0635,6.26,54,71,26.7,93,88,0.12,2897,3.81,2.6,2.8,12.2,0,1,71.2
123,El Salvador,1,2,2011,4.741294861,8.932720184,0.731277883,64.22000122,0.747246385,-0.12717852,0.706552804,0.830042779,0.336321533,0.490076542,Central America and Caribbean,15.8,18.5,192.7545,2.31,89,81,27.2,90,89,0.21,3447,6.21,1.7,1.6,6.5,0,1,71.4
24,Azerbaijan,1,2,2012,4.910771847,9.548772812,0.761873245,62.25999832,0.598859072,-0.141354471,0.763154805,0.523312867,0.266093403,0.707989275,Asia,28.5,32.5,132.0885,0.52,88,95,26.6,92,89,0.07,5195,9.3,2.8,2.8,10.7,0,1,71.5
132,Georgia,1,2,2010,4.101837158,9.183660507,0.540388942,63.70000076,0.557857931,-0.248665944,0.459736317,0.401716352,0.242536306,0.616302013,Rest of Europe,12.7,14.2,170.768,7.72,95,84,26.8,88,92,0.12,3101,3.79,2.6,2.8,12.2,0,1,71.5
152,Guatemala,1,2,2010,6.289748669,8.900547028,0.859052479,60.09999847,0.695862949,0.165445715,0.794835389,0.804730654,0.235617921,0.340046316,Central America and Caribbean,28.6,34.8,177.598,2.03,94,83,26,94,94,0.08,3606,14.26,1.3,1.3,4.9,0,1,71.5
124,El Salvador,1,2,2012,5.934371471,8.956090927,0.806014717,64.04000092,0.682744801,-0.155679062,0.786294818,0.783695877,0.365220815,0.312310934,Central America and Caribbean,15.1,17.6,190.07,2.41,92,95,27.3,93,92,0.2,3529,6.24,1.6,1.6,6.7,0,1,71.7
25,Azerbaijan,1,2,2013,5.481178284,9.592310905,0.769690156,62.54000092,0.671956956,-0.169202864,0.698819578,0.516089082,0.242455453,0.748923719,Asia,26.7,30.3,129.6915,0.52,93,98,26.7,96,93,0.06,5426,9.42,2.8,2.8,10.8,0,1,71.8
111,Dominican Republic,1,2,2009,5.431613922,9.38801384,0.87816149,64.63999939,0.862979472,-0.054087419,0.805910408,0.708645999,0.279788464,0.409594834,Central America and Caribbean,29,35.3,171.2385,5.63,80,83,25.8,85,82,0.55,5393,9.58,3.4,3.3,7.2,0,1,71.8
133,Georgia,1,2,2011,4.203030586,9.263072014,0.502937376,63.79999924,0.632464528,-0.255989641,0.353346407,0.421274066,0.246770427,0.657343626,Rest of Europe,11.6,13,167.4725,8.29,89,77,27,88,94,0.13,3357,3.76,2.6,2.8,12.2,0,1,71.8
125,El Salvador,1,2,2013,6.325063229,8.973664284,0.826858878,63.86000061,0.71557045,-0.150477275,0.771750867,0.801007926,0.317476392,0.358650446,Central America and Caribbean,14.4,16.8,187.4335,2.35,92,85,27.4,92,92,0.19,3591,6.27,1.6,1.6,6.6,0,1,71.9
153,Guatemala,1,2,2011,5.743353844,8.923148155,0.768112421,60.38000107,0.762963116,0.008070762,0.863039374,0.791875601,0.289357901,0.355844259,Central America and Caribbean,27.6,33.4,173.86,2.05,88,83,26.1,88,88,0.05,3689,14.52,1.2,1.2,5.3,0,1,71.9
39,Belarus,0,2,2012,5.749043465,9.831532478,0.901961505,63.41999817,0.64524883,-0.219065383,0.657430232,0.515112579,0.180764526,,Rest of Europe,3.7,4.9,192.409,13.56,97,97,26.4,98,98,0.23,6048,9.45,2,2.1,12,0,1,72
112,Dominican Republic,1,2,2010,4.735021114,9.455828667,0.859969318,64.40000153,0.823902845,-0.076159604,0.779742122,0.706625521,0.281694859,0.450313658,Central America and Caribbean,28.9,35.1,169.4285,5.54,83,83,25.9,85,88,0.53,5772,9.7,3.3,3.3,7.3,0,1,72
134,Georgia,1,2,2012,4.254445553,9.332181931,0.532586455,63.90000153,0.65872401,-0.270159751,0.320887595,0.443486065,0.250087857,0.610841632,Rest of Europe,10.8,12.1,164.177,7.23,92,79,27.1,93,92,0.13,3597,3.73,2.6,2.8,12.5,0,1,72.1
154,Guatemala,1,2,2012,5.855717182,8.934686661,0.802148998,60.65999985,0.865472019,0.019449053,0.820923984,0.808444262,0.349404961,0.502455831,Central America and Caribbean,26.5,32,170.1225,1.91,96,83,26.2,94,96,0.04,3732,14.78,1.2,1.2,4.6,0,1,72.2
276,Nicaragua,1,3,2009,5.352804661,8.406784058,0.834688067,64.59999847,0.746065021,0.069943935,0.794486761,0.739845395,0.299064666,0.372536182,Central America and Caribbean,21.1,24.9,163.375,3.32,98,83,26.6,99,98,0.12,1630,5.75,1.9,1.8,5.9,0,1,72.2
113,Dominican Republic,1,2,2011,5.396535397,9.474574089,0.872086227,64.16000366,0.847975314,0.012624981,0.788254738,0.738086641,0.299839288,0.410130858,Central America and Caribbean,28.8,35,167.619,5.47,80,83,26,84,84,0.49,5881,9.81,3.3,3.2,7.4,0,1,72.3
135,Georgia,1,2,2013,4.348920822,9.370764732,0.559165776,64,0.722127616,-0.255295455,0.348713607,0.467081726,0.199907079,0.633562744,Rest of Europe,10.2,11.4,161.53,6.76,96,89,27.2,94,93,0.14,3739,3.72,2.7,2.8,12.6,0,1,72.4
277,Nicaragua,1,3,2010,5.68669939,8.436369896,0.86315155,64.69999695,0.791773319,0.017902365,0.801728904,0.749126315,0.268023372,0.403349727,Central America and Caribbean,20.3,23.9,160.5665,3.33,98,83,26.7,99,98,0.12,1679,5.82,1.9,1.8,6,0,1,72.4
40,Belarus,0,2,2013,5.876466274,9.841900826,0.922505975,63.97999954,0.723431289,-0.179298669,0.653039157,0.545432627,0.206219658,0.507824779,Rest of Europe,3.5,4.6,184.4715,12.58,98,99,26.5,98,98,0.23,6111,9.44,2,2,12,0,1,72.5
114,Dominican Republic,1,2,2012,4.753311157,9.489462852,0.879158199,63.91999817,0.840129375,-0.06307701,0.727300286,0.724792302,0.297043145,0.43158412,Central America and Caribbean,28.8,35,165.809,5.49,74,83,26.1,85,85,0.46,5969,9.93,3.3,3.2,7.5,0,1,72.5
301,Paraguay,1,2,2009,5.576147079,9.15939045,0.900353849,65.12000275,0.717870176,0.026241815,0.857340276,0.803005695,0.186126411,0.520752966,South America,22.6,26.9,153.271,6.06,85,77,25.9,82,85,0.15,4350,6.16,2.1,2,7,0,1,72.5
155,Guatemala,1,2,2013,5.984601498,8.953396797,0.829650402,60.93999863,0.88400501,0.044090118,0.816769838,0.822216988,0.33252427,0.467045605,Central America and Caribbean,25.6,30.7,168.019,1.83,85,83,26.3,83,85,0.03,3802,15.04,1.2,1.2,4.7,0,1,72.6
302,Paraguay,1,2,2010,5.841174126,9.251065254,0.889152765,65.19999695,0.726262391,0.075159416,0.779914618,0.82604146,0.175859466,0.479620606,South America,22,26.2,151.414,6.27,89,77,26,89,89,0.15,4767,6.25,2.1,2,7.7,0,1,72.7
278,Nicaragua,1,3,2011,5.385705471,8.484152794,0.800305128,64.80000305,0.778591037,-0.0199768,0.760242522,0.747022092,0.309018821,0.539968431,Central America and Caribbean,19.5,22.9,157.757,3.34,98,83,26.8,99,98,0.12,1761,5.9,1.8,1.8,6.1,0,1,72.7
115,Dominican Republic,1,2,2013,5.015515327,9.525321007,0.878449142,63.68000031,0.888566077,0.019281426,0.751750827,0.766323686,0.295131445,0.570757329,Central America and Caribbean,28.8,35,164.4115,5.41,80,83,26.2,82,83,0.43,6187,10.05,3.3,3.2,7.6,0,1,72.8
226,Lithuania,0,1,2009,5.466920853,10.04607391,0.932608962,64.09999847,0.495955795,-0.304801136,0.978800118,0.525221646,0.270837814,0.126142234,European Union,5.4,6.7,193.3095,12.97,95,94,26.3,98,98,0.08,10700,3.16,2.8,2.9,11.5,1,0,72.9
303,Paraguay,1,2,2011,5.677080631,9.279371262,0.869149685,65.27999878,0.665864289,0.189435244,0.755997002,0.823038757,0.190262824,0.367264926,South America,21.4,25.4,149.557,6.14,89,78,26.2,89,89,0.15,4904,6.33,2.1,2,7.8,0,1,72.9
279,Nicaragua,1,3,2012,5.448006153,8.533713341,0.894054413,64.90000153,0.850304902,0.016722474,0.643578768,0.761726439,0.254660487,0.573395669,Central America and Caribbean,18.7,22,154.948,3.6,98,83,26.9,99,98,0.11,1851,5.98,1.8,1.7,6.3,0,1,73
16,Armenia,1,2,2009,4.177581787,9.110783577,0.680006921,64.55999756,0.441412747,-0.215092748,0.881887496,0.479002982,0.411279917,0.37395224,Rest of Europe,17.2,19.2,139.3615,3.97,93,96,26,94,93,0.08,2884,2.89,2,2.1,11.1,0,1,73.1
156,Honduras,1,2,2009,6.033189297,8.47383976,0.823966086,62.5,0.661202788,0.118221872,0.856734335,0.744660378,0.261304349,0.287242413,Central America and Caribbean,20.6,24.4,155.5755,2.76,97,83,25.9,97,97,0.09,2086,8.15,2.3,2.2,5.2,0,1,73.1
304,Paraguay,1,2,2012,5.820058346,9.258541107,0.931004941,65.36000061,0.748206615,0.198541015,0.77365911,0.849250019,0.212838635,0.296063691,South America,20.8,24.6,147.7,5.8,87,75,26.3,89,87,0.14,4803,6.42,2,2,7.8,0,1,73.1
280,Nicaragua,1,3,2013,5.772274971,8.568533897,0.868216038,65,0.859149039,0.038711965,0.636246741,0.799891829,0.270609558,0.609894693,Central America and Caribbean,18,21.1,152.7925,3.55,98,83,27,99,98,0.11,1916,6.06,1.8,1.7,6.4,0,1,73.2
227,Lithuania,0,1,2010,5.065824986,10.08342171,0.881810606,64.30000305,0.519352257,-0.276631355,0.962167203,0.462606311,0.27202931,0.114503264,European Union,4.9,6,191.1515,13.22,94,95,26.3,95,95,0.08,11107,3.1,2.8,2.8,11.6,1,0,73.3
321,Romania,0,2,2009,5.367565155,9.952385902,0.812449574,65.22000122,0.60582763,-0.198227778,0.96679461,0.544521034,0.270051271,0.231964737,European Union,11.1,13.1,147.816,11.01,95,94,25.9,95,95,0.04,7889,20.37,3,3.3,10.6,1,0,73.3
17,Armenia,1,2,2010,4.367811203,9.136284828,0.660342336,64.80000305,0.459256709,-0.177155286,0.890629232,0.4367477,0.42649585,0.355544627,Rest of Europe,16.3,18.3,136.1865,4.23,94,97,26,96,94,0.08,2959,2.88,2,2.1,11.1,0,1,73.3
51,Brazil,1,2,2009,7.000831604,9.544113159,0.912818074,63.74000168,0.766716063,-0.056668513,0.722514987,0.743982553,0.274103165,0.427178532,South America,17.5,19.5,157.279,6.95,99,55,25.7,99,99,0.25,8169,193.89,3,2.9,6.8,0,1,73.3
157,Honduras,1,2,2010,5.866131306,8.490227699,0.802938998,62.29999924,0.645528495,0.105017968,0.81994009,0.745393693,0.259946257,0.302966446,Central America and Caribbean,19.8,23.3,153.912,2.69,97,83,26.1,97,97,0.08,2121,8.32,2.3,2.2,5.4,0,1,73.3
201,Jordan,1,2,2009,5.999859333,9.363092422,0.899033546,66.51999664,0.770953655,-0.077675059,0.739464462,0.587277114,0.264640778,,Middle East,17.6,20.7,116.897,0.56,98,90,28.5,98,98,0.13,4782,6.89,3.8,3.8,9.9,0,1,73.3
305,Paraguay,1,2,2013,5.936240673,9.324483871,0.938647211,65.44000244,0.908905864,0.044526916,0.902550995,0.873760998,0.223824456,0.372237712,South America,20.2,23.8,146.917,5.62,86,76,26.4,89,86,0.14,5130,6.51,2,1.9,8.3,0,1,73.3
202,Jordan,1,2,2010,5.569942474,9.333929062,0.917988896,66.69999695,0.788073123,-0.048828077,,0.564373434,0.343418747,,Middle East,17.2,20.1,115.693,0.46,98,95,28.5,98,98,0.13,4644,7.26,3.8,3.8,9.8,0,1,73.4
322,Romania,0,2,2010,4.909165859,9.918532372,0.689065635,65.40000153,0.565536737,-0.086676694,0.973686337,0.539418042,0.34447822,0.093852684,European Union,10.5,12.4,143.7705,10.01,98,93,26,94,94,0.04,7626,20.25,3,3.2,10.7,1,0,73.5
228,Lithuania,0,1,2011,5.43243742,10.16464233,0.911411285,64.5,0.565797269,-0.149748564,0.963511646,0.555819511,0.274636686,0.18108657,European Union,4.5,5.5,184.524,14.76,95,94,26.3,92,92,0.09,12047,3.03,2.7,2.8,11.8,1,0,73.6
18,Armenia,1,2,2011,4.260491371,9.182483673,0.705108464,65.04000092,0.464524716,-0.226533249,0.874601007,0.410856694,0.45907408,0.335884422,Rest of Europe,15.5,17.3,133.0115,4.07,95,98,26.1,96,95,0.08,3099,2.88,2,2.1,11.2,0,1,73.6
52,Brazil,1,2,2010,6.837331295,9.607316971,0.905528128,63.90000153,0.805949271,-0.055444442,0.656036079,0.725931287,0.249881223,0.511266649,South America,16.7,18.6,154.9275,7.16,96,53,25.8,99,99,0.25,8702,195.71,2.9,2.9,6.9,0,1,73.6
158,Honduras,1,2,2011,4.961031437,8.508435249,0.76570183,62.09999847,0.783369064,0.095057718,0.883963168,0.75679487,0.307470977,0.293331981,Central America and Caribbean,19.1,22.4,152.2485,2.71,97,83,26.2,97,97,0.08,2160,8.48,2.2,2.2,5.6,0,1,73.6
203,Jordan,1,2,2011,5.539327621,9.30714035,0.87791878,66.87999725,0.759564519,-0.145267352,,0.55093354,0.26032415,,Middle East,16.7,19.5,114.4895,0.38,98,95,28.6,98,98,0.13,4521,7.66,3.8,3.9,9.9,0,1,73.6
204,Jordan,1,2,2012,5.131996155,9.276904106,0.829496324,67.05999756,0.693142116,-0.16237922,,0.469228566,0.345336407,,Middle East,16.2,19,113.2855,0.36,98,96,28.7,98,98,0.13,4387,8.09,3.9,3.9,9.9,0,1,73.7
326,Saudi Arabia,0,1,2009,6.14759016,10.67289066,0.921288133,62,0.639405668,-0.112330168,0.44513157,0.682754934,0.319474906,,Middle East,11.2,13,96.094,0.088,98,98,28,98,98,0.13,18203,26.63,7.3,7.3,8.6,0,1,73.8
19,Armenia,1,2,2012,4.319711685,9.249335289,0.676446438,65.27999878,0.501863778,-0.216316044,0.892544389,0.469874054,0.463855445,0.285362303,Rest of Europe,14.7,16.4,129.837,3.89,95,97,26.1,96,95,0.08,3313,2.88,2,2.1,11.3,0,1,73.8
159,Honduras,1,2,2012,4.602218151,8.530200005,0.779194891,61.90000153,0.700452089,-0.003648479,0.871437132,0.79634434,0.293591261,0.26335296,Central America and Caribbean,18.4,21.5,150.585,2.71,97,83,26.3,98,97,0.07,2207,8.64,2.2,2.1,5.5,0,1,73.8
376,Thailand,1,2,2009,5.475645065,9.507368088,0.89324528,66.91999817,0.868223727,0.523619711,0.903822482,0.8082816,0.166086391,0.511181891,Asia,12.2,14.2,163.0875,6.74,98,91,23.7,99,99,0.25,4826,66.87,8.3,8.5,7.5,0,1,73.8
229,Lithuania,0,1,2012,5.771037102,10.21577263,0.918690145,64.69999695,0.503027141,-0.27510348,0.956959248,0.556552887,0.277385563,0.145729542,European Union,4.2,5.2,179.772,14.97,93,93,26.4,93,93,0.09,12679,2.99,2.7,2.7,11.7,1,0,73.9
230,Lithuania,0,1,2013,5.595689297,10.26077843,0.91251415,64.90000153,0.555815279,-0.238537952,0.936335504,0.539511204,0.293728739,0.384238273,European Union,4.1,5,178.7025,14.92,93,92,26.4,93,93,0.09,13262,2.96,2.7,2.7,11.9,1,0,73.9
327,Saudi Arabia,0,1,2010,6.307098389,10.69278049,0.87959832,62.20000076,0.677777231,-0.035103273,,0.645319223,0.297208935,,Middle East,10.5,12.3,94.533,0,98,98,28.1,98,98,0.13,18568,27.42,7.3,7.4,8.9,0,1,73.9
161,Hungary,0,2,2009,4.894600391,10.09282589,0.900874496,65.63999939,0.464373112,-0.126747891,0.914700747,0.575199783,0.227890417,0.199941784,European Union,5.2,6.2,163.682,11.52,88,99,26.7,99,99,0.08,11167,10.02,1.8,1.8,11.7,1,0,73.9
